cinemaName,boxInfo,viewInfo,avgShowView,avgViewBox
乌鲁木齐i尚花田电影小镇,7255,211,4,34.3
上海SFC上影影城(新世界店),7197,180,5,39.9
烟台CGV影城(海港路店),7195,242,5,29.7
武汉中影国际影城(武汉经开永旺店),7181,237,6,30.2
武汉卢米埃影城(凯德1818广场店),7178,227,5,31.6
句容乐田句容巨幕影城(碧桂园凤凰城店),7163,347,17,20.6
广州北京路期遇·艺电影城(天河城店),7132,259,4,27.5
北京中影星美国际影城(耳东)世贸天阶店,7130,165,3,43.2
唐山CGV影城(路南店),7126,237,5,30.0
北京万达国际影城(CBD店),7109,119,3,59.7
哈尔滨中影中数国际影城(麦凯乐店),7099,287,4,24.7
福州红星太平洋电影城,7095,167,4,42.4
沈阳今世界影城(大都汇店),7094,219,4,32.3
上海万达影城(松江万达广场店),7094,183,3,38.7
沈阳卢米埃影城(万象汇店),7088,203,5,34.9
衡水鑫垚影院,7084,300,7,23.6
天津沃美影城(鲁能城店),7080,204,5,34.7
潍坊齐纳国际影城(泰华新天地店),7069,190,4,37.2
南京横店影城(水游城店),7068,226,6,31.2
深圳太平洋影城(喜荟城店),7068,189,7,37.3
合肥英皇电影城(万象城店),7066,161,3,43.8
长春长影电影院,7057,239,8,29.5
北京百老汇影城(东方广场店),7042,203,6,34.6
成都星轶D-BOX影城(龙泉驿吾悦广场旗舰店),7012,243,5,28.8
深圳盛唐时代国际影城(卓越intown),7011,221,4,31.7
惠州万达国际影城(新天地广场店),7008,218,7,32.1
太仓万达影城(太仓IMAX店),7003,166,3,42.1
天津SFC上影影城(天津北宁湾店),6989,222,5,31.4
北京百丽宫影城(国贸店),6978,174,7,40.1
商丘商丘睢阳万达影城,6976,230,4,30.3
重庆CGV影城(U城IMAX店),6965,200,4,34.8
南京万达影城(新街口店),6957,215,5,32.3
东莞万达影城(虎门万达广场店),6955,164,3,42.4
北京博纳国际影城(顺义店),6954,155,3,44.8
上海苏宁影城(奉贤店),6950,184,3,37.7
彭州太平洋影城(彭州店),6947,215,8,32.3
天津农垦博纳国际影城(津奥广场店),6899,240,4,28.7
上海UME国际影城(新天地店),6892,118,4,58.4
大连万达影城(甘井子万达广场店),6888,195,4,35.3
奉化博纳国际影城(奉化店),6881,229,4,30.0
东莞万达影城(厚街万达广场店),6877,193,4,35.6
北京恒业影城北京IMAX店,6869,198,4,34.6
西安奥斯卡赛高国际影城(赛高街区店),6866,243,5,28.2
北海大地影院(北海宁春城IMAX店),6825,177,3,38.5
宿迁CGV影城(西湖店),6814,245,6,27.8
北京珠影耳东传奇影城,6812,130,3,52.4
兰州太平洋影城(张掖路店),6811,187,4,36.4
成都保利国际影城(成都奥克斯店),6790,196,4,34.6
上海寰映影城(大融城店),6786,135,3,50.2
贵阳星美国际影商城(鸿通城店),6779,192,4,35.3
许昌奥斯卡影城(许昌胖东来店),6775,318,14,21.3
郑州耀莱成龙国际影城(锦艺店),6766,222,5,30.4
上海UA电影城(上海梅龙镇广场店),6763,133,3,50.8
贵阳万达影城(观山湖万达广场店),6761,192,4,35.2
上海百丽宫影城(上海LCM置汇旭辉广场店),6758,171,4,39.5
上海SFC上影影城(徐汇绿地滨江IMAX店),6753,164,5,41.1
哈尔滨万达国际影城(乐松店),6752,182,5,37.0
佛山CGV影城(东方广场店),6748,217,5,31.0
西安中影国际影城(大唐西市店),6748,200,5,33.7
上海左岸国际电影城(松江沃尔玛店),6746,242,6,27.8
长春万达国际影城(赛德广场店),6740,179,4,37.6
上海华夏久金国际影城,6738,182,5,37.0
北京耀莱成龙国际影城(王府井店),6734,184,4,36.5
昆明CGV影城(海伦IMAX店),6731,191,4,35.2
沈阳积家国际影城,6726,212,8,31.7
郑州华士达影城(郑东店),6720,233,6,28.8
郑州万达国际影城(中原万达店),6694,204,3,32.8
昆明万达影城(正义坊店),6690,193,4,34.6
长沙万达影城(悦荟广场店),6680,191,4,34.9
上海佰迦乐大光明影城(文峰广场店),6678,200,5,33.3
宁波宁波影都(东门口店),6677,254,6,26.2
西安映画魔方国际影城,6671,251,6,26.5
仁怀烽禾影城(仁怀店),6651,169,5,39.3
自贡星维国际电影城(南湖店),6641,290,6,22.8
北京华谊兄弟影院(IMAX洋桥店),6621,206,4,32.1
长春万达国际影城(重庆路店),6609,176,5,37.5
南京海上明珠影城虹悦城店,6602,220,4,30.0
沈阳今世界影城(兴隆大奥莱店),6597,199,5,33.1
天津万达影城(河东IMAX店),6594,194,3,33.9
重庆百丽宫影城(万象城店),6593,175,3,37.6
珠海诚丰影城(诚丰广场店),6591,228,5,28.9
珠海中影国际影城(野狸岛海韵店),6580,219,4,30.0
长春万达国际影城(宽城店),6574,173,3,38.0
成都卢米埃影城(来福士店),6560,187,6,35.0
贵阳喜满客影城(时光贵州店),6559,182,6,36.0
齐齐哈尔新东北影城(齐齐哈尔新玛特店),6555,272,9,24.0
烟台幸福蓝海国际影城(烟台大悦城IMAX店),6553,195,4,33.6
武汉武汉莱纳万隆影城,6544,223,4,29.3
吉林万达影城(昌邑万达广场店),6530,214,3,30.5
合肥万达影城(天鹅湖店),6529,166,3,39.3
西宁万达影城(海湖万达广场店),6517,160,3,40.7
西安SFC上影影城(西安龙湖店),6514,208,6,31.3
榆林中影爱国者影城,6513,174,6,37.4
牡丹江中影中数国际影城,6504,254,6,25.6
广州保利国际影城(中环店),6497,170,4,38.2
深圳中影星际银河影城(坑梓麦当劳3楼),6465,216,7,29.9
广州耀莱成龙国际影城(增城新塘店),6452,185,5,34.8
郑州万达影院(惠济万达广场店),6449,199,4,32.4
武汉百丽宫影城(壹方店),6448,183,3,35.2
郑州奥斯卡曼哈顿国际影城,6420,219,5,29.3
北京万达影城(望京保利光魔店),6417,156,4,41.1
普宁中影国际影城(万泰汇店),6417,197,5,32.5
杭州奥斯卡电影大世界,6412,250,5,25.6
济南万达影城(经四路店),6402,169,4,37.8
西安幸福蓝海国际影城(西安店),6398,179,4,35.7
乌鲁木齐MS国际影城(铁路局店),6395,213,7,30.0
西安欢乐小马电影城,6390,246,6,25.9
泉州万达影城(泉州万达广场店),6388,142,3,44.9
杭州万象影城(杭州万象汇店),6374,152,4,41.9
黑河红太阳影城,6374,198,11,32.1
南京卢米埃影城(金鹰河西店),6370,178,4,35.7
宁波万达影城(鄞州万达广场店),6364,159,4,40.0
成都星美国际影商城(环球IMAX店),6359,155,7,41.0
合肥万达国际影城(马鞍山路店),6356,138,3,46.0
上海天山电影院-龙之梦影城,6327,130,4,48.6
海口中影国际影城(海口上邦店),6321,228,5,27.7
上海SFC上海影城,6316,136,4,46.4
上海海上明珠国际影城(大宁IMAX店),6309,141,3,44.7
咸阳奥斯卡巨幕影城(人民中路店),6292,200,3,31.4
太原横店电影城(王府井店),6289,202,4,31.1
邢台金逸影城(天一城店),6288,206,4,30.5
长春万达国际影城(欧亚卖场店),6288,161,4,39.0
西安奥斯卡盛龙国际影城(盛龙广场店),6286,190,4,33.0
广州金逸珠江国际影城(大学城店),6281,179,8,35.0
上海金谊华夏影城(三林店),6278,181,6,34.6
海口USM宜欣全景声激光巨幕影城(宜欣城旗舰店),6273,222,5,28.2
郑州银兴国际影城(二七广场店),6263,229,2,27.3
长沙沃美影城(金泰路店),6254,205,5,30.5
常州幸福蓝海国际影城(九洲新世界店),6249,206,6,30.3
广州金逸影城(太阳城IMAX店),6242,156,3,40.0
长沙万达影城(开福万达广场店),6237,157,3,39.7
南京万达影城(建邺万达广场店),6227,153,3,40.6
上海华士达影城(徐汇店),6226,167,5,37.2
广州万达影城(番禺万达广场店),6216,134,3,46.3
湛江万达影城(湛江万达广场店),6215,158,3,39.3
成都UME国际影城(建设北路店),6213,189,3,32.8
武汉万达影城(佰港城店),6207,202,4,30.7
天津橙天嘉禾银河IMAX影城,6206,207,4,29.9
深圳公明百誉(公明店),6191,193,8,32.0
厦门奥斯卡国际影城(湾悦城店),6190,190,4,32.5
烟台万达影城(芝罘区店),6190,170,3,36.4
东莞万达影城(东城万达广场店),6184,168,4,36.8
合肥中影国际影城中环店(中环店),6172,186,5,33.1
宁波博纳国际影城(宏泰店),6150,191,5,32.1
成都万达影城(蜀都万达广场店),6129,185,3,33.1
天津红星太平洋影院,6117,200,4,30.5
北京大兴影剧院,6105,203,41,30.0
漳州万达影城(漳州万达广场店),6089,157,3,38.7
上海幸福蓝海国际影城(宝山龙湖天街IMAX店),6083,154,3,39.5
常州CGV影城(恐龙园店),6077,197,5,30.8
成都影立方773IMAX影城(东郊记忆店),6074,203,5,29.9
苏州银兴国际影城(园区店),6074,185,5,32.8
秦皇岛金逸影城(海港店),6073,210,6,28.9
上海SFC上影影城(丁香路店),6073,161,4,37.7
福州中瑞国际影城(正荣财富广场店),6071,186,4,32.6
西宁香巴林卡影城,6060,202,17,30.0
乌鲁木齐奥斯卡国际影城(友好路店),6053,209,5,28.9
哈尔滨嘉星国际影城(会展店),6049,236,8,25.6
太原奥斯卡国际影城(迎泽西大街店),6045,179,4,33.7
沈阳万达国际影城(铁西店),6037,185,4,32.6
成都UME影城(高新店),6033,159,3,37.9
内江万达影城(内江万达广场店),6016,182,4,33.0
昆明万达影城(南亚风情店),6016,143,4,42.0
缙云乐业影城,6015,179,11,33.6
成都万达影城(双流万达广场店),6008,179,3,33.5
北京大地影院(顺义隆华店),6006,132,4,45.5
哈尔滨CGV影城(群力店),5996,180,5,33.3
长春星轶IMAX影城(绿园吾悦广场旗舰店),5994,184,4,32.5
大竹大竹橙天国际影城,5994,296,8,20.2
佛山万达影城(金沙洲万达广场店),5978,146,3,40.9
赤峰博纳国际影城(维多利万悦城店),5972,276,7,21.6
广州百老汇影城(凯德店),5968,156,4,38.2
齐齐哈尔万达影城(齐齐哈尔万达广场店),5964,177,4,33.6
天津万达影城(西青社会山IMAX店),5963,165,4,36.1
武汉高德国际影城(藏龙岛店),5943,221,7,26.8
北京晟嘉国际影城(新华百货店),5942,164,3,36.2
北京保利国际影城(天安门店),5934,174,3,34.1
西安奥斯卡金地国际影城(金地广场),5916,171,4,34.5
无锡万达影城(滨湖IMAX店),5912,155,3,38.1
佛山百老汇影城,5912,180,5,32.8
新乡万达影城(新乡店),5911,180,4,32.8
银川万达国际影城(东方红店),5910,179,5,33.0
哈尔滨天鹅国际影城,5908,243,9,24.3
宁波保利国际影城(天一店),5901,205,4,28.7
天津CGV影城(于家堡IMAX店),5896,181,7,32.5
万州万达影城(万州万达广场店),5895,181,4,32.5
西安万达国际影城(解放路店),5885,176,4,33.4
大连金逸影城(福佳店),5876,242,8,24.2
瑞安星轶STARX影城(瑞安吾悦广场旗舰店),5856,191,4,30.6
深圳太阳数码影城,5850,179,13,32.6
南宁万达影城(江南万达广场店),5847,158,3,37.0
绵阳博纳国际影城(凯德广场店),5844,214,4,27.3
辽阳万达影城(辽阳万达广场店),5836,197,4,29.6
长沙CGV影城(润和城店),5835,178,5,32.7
深圳太平洋电影城(深圳天利名城店),5834,201,4,29.0
三亚中视国际影城IMAX(港湾城店),5833,131,3,44.5
惠阳万达影城(大亚湾万达广场店),5833,168,3,34.7
成都太平洋影城(新城市店),5830,195,5,29.8
无锡百丽宫影城(苏宁广场店),5827,168,4,34.6
临海中影星美国际影城(临海银泰店),5822,178,5,32.7
徐州万达影城(徐州云龙万达广场店),5819,159,3,36.5
上海博纳银兴国际影城(我格广场店),5809,160,6,36.3
宜昌天河国际影城,5804,226,7,25.6
汕头大光明嘉盛影院,5802,203,9,28.5
北京沃美影城(回龙观店),5799,144,3,40.2
成都百丽宫影城(凯德天府店),5791,174,3,33.2
湖州时代德纳国际影城,5779,169,3,34.1
武汉CGV星星影城(天地店),5779,173,5,33.4
昆明北辰财富中心影院,5777,200,5,28.8
深圳红石国际影城(东门店),5774,157,3,36.7
上海SFC上影影城(徐汇日月光店),5763,147,3,39.2
成都CGV影城(航空港店),5761,169,5,34.0
三河中影国际影城(燕郊永旺店),5761,224,6,25.7
顺德CGV星星影城(星耀101IMAX店),5760,190,5,30.3
贵阳银座影城(小十字),5755,222,4,25.9
哈尔滨泰莱时代影城(激光双机4K-IMAX),5739,223,4,25.7
北京耀莱成龙国际影城(临河里店),5737,179,4,32.0
哈尔滨星美国际影商城(杉杉奥特莱斯店),5728,236,7,24.2
抚顺CGV星星影城(武功街店),5720,211,6,27.1
上海保利国际影城(世博店),5717,132,3,43.3
天津万达影城(滨海DOLBY影院),5712,190,4,30.0
武汉CGV影城(昙华林店),5700,168,6,33.9
宜宾CGV影城(莱茵店),5691,215,5,26.4
西安格莱美艺术影城,5690,228,5,24.9
盘锦CGV影城(兴隆台IMAX店),5689,193,6,29.4
南京大华电影院,5684,189,4,30.0
东莞博纳国际影城(星河城店),5678,178,4,31.8
长沙华夏太古巨幕影城(贺龙广场店),5665,153,4,37.0
南京卢米埃影城(金鹰仙林店),5663,184,6,30.7
泰州万达影城(泰州万达广场店),5662,182,4,31.1
无锡海岸影城(无锡海岸城店),5655,174,4,32.5
嘉兴万达影城(南湖万达广场店),5645,156,4,36.1
杭州翠苑电影大世界,5645,204,3,27.6
贵阳横店电影城(城市广场店),5644,155,4,36.4
成都华联影城(双流店),5641,191,4,29.5
北京博纳国际影城(通州北苑店),5636,162,6,34.7
营口万达影城(鲅鱼圈万达广场店),5631,173,4,32.5
武汉华夏国际影城(鲁广店),5602,248,5,22.5
泰州苏艺影城(泰州店),5597,201,5,27.8
北京大地影院(望京新天地店),5590,142,6,39.3
西宁中数国际影城,5590,173,4,32.3
上海百丽宫影城(协信店),5590,132,4,42.3
宜昌幸福蓝海国际影城(宜昌水悦城店),5586,170,4,32.8
哈尔滨嘉星国际影城(黑大店),5567,227,6,24.5
昆山星轶STARX影城(昆山吾悦广场旗舰店),5566,222,5,25.0
威海乐天影城(威高广场店),5562,175,5,31.7
成都金逸IMAX影城(鹏瑞利店),5559,166,5,33.4
沈阳七星国际影城,5551,234,7,23.7
肥城圣大电影城(新城路店),5550,234,5,23.7
海口中视国际影城IMAX(国秀城店),5548,177,4,31.3
深圳星美影商城(京基IMAX店),5543,140,4,39.5
重庆华谊兄弟(金源不夜城店),5534,187,3,29.5
鞍山苏宁影城,5522,237,5,23.2
上海中影DFC影城(龙阳路店),5515,164,5,33.6
拉萨全美影院(功德林店),5509,133,4,41.4
重庆金逸珠江影城(沙坪坝店),5505,196,2,28.0
北京广安门电影院,5502,173,4,31.8
贵阳卢米埃影城(万科大都会影城店),5496,159,4,34.5
上海SFC上影百联影城(大上海店),5495,125,4,43.9
泰安万达国际影城(万达广场店),5482,153,3,35.8
玉林金逸影城(银丰广场店),5476,196,7,27.9
上海优幕星天地影城,5467,166,6,32.9
深圳中影星美国际影城(万科里店),5461,190,5,28.7
南京卢米埃影城(弘阳广场IMAX影城),5461,158,4,34.5
深圳深影国际影城(佐阾虹湾店),5455,144,7,37.8
都江堰横店电影城(百伦广场店),5451,183,5,29.7
宁德万达影城(宁德万达广场店),5450,139,4,39.2
六安中环中影国际影城,5450,226,5,24.1
重庆万达影城(南坪万达广场店),5446,171,4,31.8
绍兴万达影城(柯桥万达广场店),5444,150,4,36.2
青岛万达国际影城(台东店),5443,164,4,33.1
深圳华谊兄弟影院(宝能4DX店),5443,173,5,31.4
青岛奥维尔国际影城,5439,161,4,33.7
南宁万达影城(青秀万达广场店),5436,123,2,44.1
南京卢米埃影城(紫峰购物广场),5429,173,5,31.3
寿光喜满客影城,5429,173,4,31.3
上海太禾影城(浦江店),5427,149,4,36.4
重庆金逸影城(IMAX店),5417,161,4,33.6
荆州万达影城(荆州万达广场店),5412,162,4,33.4
上海海上明珠国际影城(联洋店),5412,120,2,45.0
苏州中影国际影城(花样城店),5410,202,4,26.7
深圳博纳国际影城(龙华店),5409,140,3,38.6
成都卢米埃IMAX影城(北城天街店),5407,155,4,34.8
唐山百老汇影城(远洋城店),5397,162,6,33.3
柳州万达影城(城中万达广场店),5392,140,3,38.5
湘潭CGV影城(湘潭中心SphereX店),5390,200,4,26.9
上海大光明丽盛影城(新大陆广场店),5386,139,4,38.7
深圳中影国际影城(深国投店),5373,202,5,26.5
咸阳首映国际影城(咸阳财富中心店),5361,162,4,33.0
大同万达国际影城(凯德世家广场店),5359,146,4,36.7
温州万达影城(龙湾万达广场店),5357,130,2,41.2
哈尔滨嘉星国际影城(学府店),5356,212,5,25.2
长沙卢米埃影城(河西王府井店),5344,153,6,34.9
邯郸环球国际影城(天鸿广场店),5344,174,5,30.7
深圳万达影城(海雅广场店),5332,133,4,40.0
鄂州恒大影城(首府店),5331,245,8,21.7
南京保利国际影城(森林摩尔店),5330,178,6,29.9
杭州SFC上影影城(杭州下沙IMAX店),5327,157,3,33.9
安阳万达IMAX国际影城(万达广场店),5326,177,4,30.0
上海天山电影院虹桥艺术中心旗舰店,5323,103,3,51.6
北京北京东融国际影城(月亮河店),5323,203,5,26.2
北京比高电影城(来广营店),5312,162,2,32.7
沈阳横店电影城(一方店),5312,220,6,24.1
北京耀莱成龙国际影城(花乡店),5311,176,5,30.1
鸡西万达影院(鸡西万达广场店),5306,156,4,34.0
西安奥斯卡国际影城(长安城南新天地店),5306,200,4,26.5
常德万达影城(常德万达广场店),5302,155,3,34.2
苏州卢米埃影城(新区金鹰店),5290,174,4,30.4
临沂九州森美影城(临沭店),5290,207,7,25.5
成都卢米埃影城(魅力城店),5276,149,4,35.4
成都峨影1958电影城,5276,156,3,33.8
长沙湖南省长沙市芒果博纳国际影城,5274,186,3,28.3
南通UME影城(南通中南CBD店),5273,194,4,27.1
包头CGV影城(茂业店),5273,197,5,26.7
天津百丽宫影城(嘉里汇店),5272,156,4,33.7
成都万达影城(青羊万达广场店),5272,142,2,37.1
成都太平洋影城(紫荆店),5259,166,5,31.6
深圳博纳国际影城(龙岗大运店),5254,148,4,35.5
兰州东方红影城,5253,203,5,25.8
厦门万达影城(集美万达广场店),5244,143,3,36.6
牡丹江万达影城(万达广场店),5231,154,4,33.9
杭州卢米埃影城(庆春银泰店),5227,143,3,36.5
呼和浩特星美国际影商城(摩尔城店),5222,156,3,33.4
深圳百汇国际影城(红岭店),5216,209,4,24.9
郑州横店电影城(德化无限城店),5204,205,4,25.3
哈尔滨中影七彩国际影城(顾乡凯德店),5203,175,4,29.7
北京橙天嘉禾影城(上地店),5194,109,4,47.6
赣州万象国际影院(寻乌店),5193,172,15,30.1
重庆万达影城(巴南万达广场店),5193,164,3,31.6
济南新世纪电影城(泉城路店),5187,163,3,31.8
武汉橙天嘉禾影城(M+购物广场店),5185,194,5,26.7
沈阳金逸影城(太原街店),5185,215,5,24.1
深圳星美影商城(万科广场店),5180,171,5,30.2
郑州万达影城(金水奥纳影城店),5180,143,4,36.2
嵊州星轶IMAX影城(嵊州吾悦广场旗靓店),5167,177,4,29.1
广州金逸影城(百信店),5160,146,4,35.3
上海SFC上影影城(天山缤谷广场IMAX店),5157,120,3,42.9
深圳百川国际影城(南山欢乐颂店),5148,140,5,36.7
深圳深影凤凰国际影城(RGB MAX影城),5147,145,4,35.4
许昌时代凤凰国际影城(迎宾馆店),5146,212,10,24.2
上海中宏影城,5134,147,3,34.9
东莞光大比高电影城(南城店),5130,152,3,33.7
贵阳万达影城(银海元隆广场店),5125,148,4,34.6
蒲城威尼斯国际影城(红旗路店),5120,129,8,39.6
龙口利群华艺国际影院(龙口店),5115,175,5,29.2
连云港横店电影城(苏宁店),5111,173,4,29.5
衡水华影4K国际影城,5110,199,6,25.6
苏州万达影城(吴中IMAX店),5104,139,3,36.7
广州万达影城(萝岗万达广场店),5100,121,2,42.1
东莞万达影城(长安万达广场店),5099,133,3,38.3
上海UME国际影城(宝山店),5092,143,4,35.6
深圳英皇UA电影城(深圳深业上城店),5091,159,3,32.0
宜昌万达影城(宜昌万达广场店),5088,166,4,30.6
淮安万达影城(淮安万达广场店),5087,155,3,32.8
常州橙天嘉禾影城(吾悦店),5084,153,3,33.2
重庆CGV影城(鱼洞店),5082,143,4,35.5
上海中影国际影城(川沙店),5080,151,5,33.6
哈尔滨森美影城,5079,162,8,31.3
绵阳万达影城(乐荟城广场店),5070,158,4,32.0
青岛万达国际影城(李沧店),5062,129,2,39.2
东营万达影城(东营万达广场店),5059,132,4,38.3
宁波中影国际影城(宁波江北来福士店),5047,193,6,26.1
深圳中影星美国际影城(天虹购物中心店),5047,124,4,40.7
兰州太平洋影城(华联店),5038,146,4,34.5
广州喜洋时代影城(东圃四季荟店),5036,160,3,31.4
宁波UME国际影城(天一店),5030,178,3,28.2
苏州中影国际影城(圆融顶点店),5027,144,4,34.9
杭州万达影城(拱墅万达广场店),5018,131,3,38.3
广州UA东方宝泰电影城,5018,126,4,39.8
大理深圳4D新建国际影城,5015,85,5,59.0
南宁万达影城(悦荟广场店),5013,140,4,35.8
扬州世纪电影城(时代广场店),5007,161,4,31.0
太原恒大影城(绿洲店),5007,149,5,33.6
西安UME影城(浐灞店),5006,147,2,34.0
阜阳万达影城(万达广场店),5001,158,3,31.6
成都339影城,4999,150,3,33.3
厦门博纳国际影城(磐基店),4998,130,3,38.4
哈尔滨华谊兄弟影院(群力店),4983,179,6,27.8
厦门完美世界影城(17.5中华城店),4980,166,4,30.0
汕头横店电影城(苏宁店),4978,155,4,32.1
深圳万众国际影城(横岗巨幕店),4977,135,3,36.8
北京百老汇影城(apm购物中心店),4970,138,3,36.0
杭州时代联合影城,4965,163,4,30.4
邯郸UME影城(邯郸店),4964,153,3,32.4
丽水万地国际影城,4957,166,5,29.8
绍兴卢米埃影城(银泰IMAX影城),4953,132,4,37.5
十堰CGV影城(华悦城店),4952,181,5,27.3
蚌埠万达国际影城(万达广场店),4947,179,4,27.6
长春吉视影城(欧亚三环旗舰店),4941,170,5,29.0
韶关万达影城(百年东街店),4941,228,5,21.6
蚌埠大地影院(银泰城店),4933,188,4,26.2
武汉万达影城(群星城店),4932,167,4,29.5
长沙百丽宫影城(国金中心店),4931,116,3,42.5
沈阳比高电影城(沈阳店),4927,199,5,24.7
武汉泛海国际影城,4922,197,4,24.9
武汉洪山天河国际影城(街道口店),4920,161,4,30.5
中山金逸影城(石岐二店),4918,213,9,23.0
常德瑞源国际影城,4913,186,14,26.4
锦州万达影城,4912,168,4,29.2
唐山万达影城(路南万达广场IMAX店),4910,148,3,33.1
上海星美国际影商城(正大IMAX店),4900,97,3,50.5
朝阳朝阳人民会堂,4900,170,22,28.8
秦皇岛大地影院(世纪港湾店),4894,146,3,33.5
